248,4,1359203400,82,30,102,
249,4,1359678600,82,36,172,
250,4,1362826800,30,31,164,
251,4,1363780800,30,25,283,
252,4,1367409600,82,13,36,
253,4,1368192600,82,13,63,
254,4,1368361800,82,12,113,
255,4,1368793800,30,21,35,
256,4,1368878400,30,23,67,
257,4,1369139400,30,27,91,
258,4,1369571400,30,25,101,
259,4,1370869200,120,3,66,
260,4,1371817800,30,24,126,
261,4,1374235200,30,37,152,
262,4,1374321600,82,40,53,
263,4,1374411600,30,35,111,
264,4,1374757200,82,39,95,
265,4,1374933600,30,29,140,
266,4,1375012800,82,38,151,
267,4,1375014600,30,34,203,
268,4,1375448400,30,40,223,
269,4,1376049600,30,43,248,
270,4,1377775800,30,16,114,
271,4,1377856800,30,20,174,
272,4,1379075400,30,20,284,
273,4,1379167200,30,23,280,
274,4,1379590200,30,27,366,
275,4,1380632400,30,33,369,
276,4,1381581000,5,24,104,
277,4,1382792400,30,29,176,
278,9,1384261200,5,47,66,
279,4,1384948800,30,32,131,
280,4,1385899200,30,29,107,
281,4,1386419400,30,27,138,
282,4,1386765000,30,30,166,
283,4,1387630800,5,33,68,
284,4,1388404800,30,38,208,
285,4,1388491200,121,3,25,
286,4,1388491200,30,40,225,
287,4,1388493000,82,13,58,
288,4,1388669400,30,36,140,
289,4,1389360600,30,39,126,
290,4,1389960000,30,36,108,
291,4,1390654800,30,35,137,
292,4,1394971200,30,22,163,
293,4,1396008000,5,21,44,
294,4,1396096200,122,4,8,
295,4,1396614600,30,31,184,
296,4,1396787400,82,14,50,
297,4,1396792800,5,31,82,
298,4,1397044800,30,37,178,
299,4,1397912400,5,34,120,
300,4,1398081600,30,47,85,
301,4,1398427200,5,38,140,
302,4,1400157000,5,40,90,
303,4,1402059600,30,26,40,
304,4,1402146000,30,30,79,
305,4,1402228800,30,33,100,
306,4,1403355600,82,13,32,
307,4,1406379600,5,11,37,
308,4,1407583800,2,53,174,
309,4,1407673800,5,11,78,
310,4,1408019400,82,12,50,
311,4,1408105800,82,18,94,
312,4,1408883400,5,40,114,
313,4,1409315400,82,22,112,
314,4,1410006600,5,49,103,
315,4,1410093000,123,10,43,
316,4,1410523200,5,54,170,
317,4,1416573000,82,25,37,
318,4,1417845600,5,43,48,
319,4,1417870800,82,37,99,
320,4,1417957200,30,32,115,
321,4,1418214600,5,40,76,
322,4,1418299200,82,46,125,
323,4,1418992200,82,44,180,
324,4,1419683400,5,31,142,
325,4,1420288200,82,36,139,
326,4,1422707400,82,38,123,
327,4,1422707400,5,22,31,
328,4,1425731400,82,29,117,
329,4,1427544000,31,10,280,
330,4,1429878600,5,23,70,
331,4,1431174600,5,29,54,
332,4,1337607000,18,2,5,
333,4,1339162200,18,7,31,
334,4,1339421400,18,10,49,
335,4,1339767000,18,13,88,
336,4,1339853400,18,15,69,
337,4,1339938000,18,17,89,
338,4,1340456400,18,18,133,
339,4,1340974800,18,28,191,
340,4,1341581400,124,3,138,
341,4,1341667800,18,34,136,
342,4,1342186200,18,36,139,
343,4,1342339200,18,39,155,
344,4,1342357200,18,42,153,
345,4,1342789200,18,42,174,
346,4,1342854000,18,43,183,
347,4,1342877400,18,46,192,
348,4,1343394000,18,46,186,
349,4,1343482200,18,47,187,
350,4,1343826000,18,40,188,
351,4,1344000600,18,41,163,
352,4,1344087000,18,42,173,
353,4,1344430800,18,44,233,
354,4,1344517200,18,46,237,
355,4,1344605400,18,48,250,
356,4,1344691800,18,47,243,
357,4,1344754800,18,48,223,
358,4,1344778200,18,50,221,
359,4,1344951000,18,50,218,
360,4,1346155200,18,50,180,
361,4,1349049600,125,3,83,
362,4,1349526600,126,3,99,
363,4,1365768000,127,4,93,
364,4,1483185600,128,2,18,
365,4,1483187400,128,3,25,
366,4,1486917000,128,5,24,
367,4,1493987400,129,25,33,
368,4,1494592200,128,12,268,
369,0,1304229600,130,3,81,
370,4,1306566000,131,17,17,
371,3,1324638000,131,19,24,
372,1,1341626400,132,3,18,
373,0,1365559200,6,4,26,
374,3,1459058400,20,41,108,
375,6,1459942200,25,23,82,
376,10,1473573600,133,7,9,
377,10,1476410400,134,3,1,
378,5,1477701000,135,18,14,
379,10,1477933200,136,2,0,
380,10,1478311200,137,20,3,
381,10,1478397600,138,10,4,
382,10,1478430000,139,3,1,
383,10,1479207600,20,13,24,
384,10,1480555800,140,1,0,
385,0,1482642000,137,7,2,
386,3,1306648800,75,24,33,
387,3,1309329000,141,10,27,
388,2,1357603200,142,3,35,
389,6,1364297400,24,11,133,
390,5,1365213600,143,4,78,
391,4,1374411600,111,13,27,
392,6,1375183800,144,14,135,
393,6,1386070200,24,14,114,
394,3,1314176400,105,67,56,
395,9,1314424800,103,45,123,
396,9,1315036800,103,49,339,
397,0,1315116000,68,9,47,
398,0,1315724400,105,74,61,
399,3,1316172600,105,73,123,
400,3,1316322000,105,71,149,
401,3,1318503600,105,59,110,
402,1,1325291400,145,2,39,
403,4,1342350000,146,3,67,
404,0,1342938600,132,6,27,
405,4,1345204800,146,3,89,
406,3,1318662000,141,5,24,
407,5,1325644200,45,5,83,
408,3,1352786400,147,3,14,
409,9,1356521400,119,29,18,
410,6,1434540600,24,5,23,
411,6,1447412400,148,6,109,
412,1,1303279200,149,3,130,
413,0,1258950600,150,2,195,
414,4,1269799200,51,2,226,
415,4,1322829000,92,2,152,
416,9,1331359200,75,16,158,
417,4,1365253200,151,14,79,
418,4,1371994200,151,13,132,
419,4,1372426200,151,18,139,
420,3,1375509600,103,17,75,
421,3,1397973600,116,10,28,
422,4,1403870400,152,5,40,
423,4,1410874200,153,11,90,
424,3,1420630200,88,6,36,
425,1,1278050400,75,2,190,
426,4,1286024400,154,4,17,
427,4,1367200800,13,3,147,
428,1,1393635600,77,10,387,
429,4,1435926600,155,5,28,
430,4,1457958600,127,16,250,
431,1,1465696800,103,23,242,
432,9,1473575400,75,2,22,
433,0,1489212000,156,3,125,
434,3,1286766000,157,4,2,
435,6,1286967600,2,13,30,
436,9,1288242000,158,8,2,
437,9,1289039400,159,7,2,
438,9,1289561400,157,2,0,
439,9,1290942000,160,3,1,
440,3,1292133600,161,2,0,
441,4,1292580000,162,2,0,
442,9,1299996000,163,2,0,
443,6,1302175800,2,23,3,
444,6,1305631800,2,20,109,
445,9,1308373200,164,4,0,
446,3,1312097400,159,8,1,
447,4,1331379000,25,28,113,
448,4,1335011400,162,2,45,
449,4,1366372800,165,3,72,
450,0,1370304000,142,3,60,
451,6,1387692000,24,10,151,
452,4,1398916800,13,8,78,
453,4,1401519600,166,11,45,
454,6,1438169400,24,12,39,
455,4,1448629200,30,63,149,
456,4,1451565000,167,11,62,
457,4,1456561800,18,70,14,
458,6,1457004600,168,17,2,
459,4,1457182800,30,14,5,
460,4,1457352000,169,12,29,
461,9,1458986400,103,49,178,
462,9,1459058400,103,48,195,
463,3,1464242400,103,13,11,
464,9,1469253600,170,13,151,
465,3,1470465000,171,6,1,
466,1,1474167600,34,2,0,
467,3,1474617600,34,4,0,
468,1,1475109000,61,4,5,
469,9,1475301600,20,18,1,
470,1,1475308800,172,8,0,
471,3,1476266400,61,8,6,
472,4,1476363600,30,24,29,
473,4,1483101000,34,12,26,
474,6,1484841600,25,37,33,
475,4,1490533200,34,8,10,
476,4,1491309000,34,13,19,
477,4,1492169400,55,10,6,
478,6,1492687800,24,6,9,
479,6,1493481600,13,118,102,
480,4,1493987400,173,7,4,
481,6,1494000000,25,54,40,
482,9,1351317600,170,3,10,
483,9,1354946400,170,3,10,
484,9,1355032800,170,6,18,
485,9,1356156000,170,9,26,
486,9,1356760800,170,11,27,
487,9,1357970400,170,9,23,
488,9,1358056800,170,11,30,
489,9,1358575200,170,15,43,
490,9,1364104800,170,4,41,
491,9,1364619600,170,7,63,
492,9,1373176800,170,11,49,
493,9,1381467600,26,4,92,
494,9,1384392600,144,33,125,
495,4,1394281800,76,20,29,
496,9,1395054000,26,11,164,
497,1,1422320400,77,5,152,
498,1,1470963600,77,6,162,
499,6,1478259000,144,11,20,
500,0,1474768800,174,2,1,
501,3,1476313200,175,3,3,
502,10,1476493200,176,3,9,
503,3,1477810800,177,2,1,
504,6,1477929600,144,6,11,
505,1,1478052000,178,2,18,
506,1,1479535200,179,1,2,
507,0,1480123800,180,4,16,
508,7,1480557600,181,4,2,
509,8,1481952600,182,1,1,
510,0,1483146000,183,1,7,
511,1,1465954200,184,7,17,
512,1,1468461600,185,6,68,
513,1,1472346000,186,12,53,
514,0,1472718600,187,4,0,
515,1,1473301800,188,3,5,
516,0,1473849000,189,12,80,
517,0,1474281000,190,4,29,
518,0,1476163800,191,5,6,
519,1,1476237600,192,3,7,
520,0,1477447200,193,7,5,
521,0,1477476000,194,5,5,
522,5,1477695600,195,2,1,
523,6,1477999800,24,4,29,
524,6,1480678200,196,6,17,
525,4,1310734800,197,2,29,
526,4,1325338200,197,2,22,
527,6,1337254200,24,9,26,
528,4,1337688000,89,2,16,
529,6,1366889400,25,20,12,
530,4,1385125200,198,3,59,
531,4,1418995800,92,6,87,
532,4,1421411400,30,24,158,
533,4,1427979600,30,44,193,
534,4,1481196600,66,6,23,
535,4,1481891400,199,1,7,
536,4,1483196400,66,8,47,
537,3,1290245400,46,3,280,
538,0,1303063200,130,5,86,
539,1,1470448800,200,6,21,
540,4,1476405000,153,3,2,
541,4,1443186000,30,24,63,
542,1,1452308400,201,6,32,
543,9,1456560000,202,18,380,
544,1,1459047600,8,7,44,
545,1,1461981600,203,7,11,
546,4,1464357600,204,6,136,
547,6,1465385400,25,19,30,
548,4,1466334000,205,6,77,
549,4,1474030800,30,18,8,
550,4,1474635600,206,2,3,
551,1,1476504000,172,7,3,
552,4,1478260800,144,12,57,
553,1,1478311200,207,10,13,
554,4,1478350800,30,15,57,
555,4,1481977800,30,12,36,
556,4,1483187400,30,12,32,
557,4,1483446600,30,13,27,
558,1,1495065600,208,100,47,
559,3,1337254200,19,14,13,
560,1,1347069600,70,7,27,
561,4,1356177600,5,26,183,
562,9,1357297200,27,9,77,
563,6,1364781600,209,11,125,
564,4,1377003600,210,12,58,
565,4,1379163600,111,15,92,
566,1,1381802400,103,44,216,
567,4,1386423000,111,10,70,
568,4,1388575800,144,49,140,
569,9,1388660400,27,13,52,
570,9,1394865000,119,30,84,
571,4,1398519000,111,15,185,
572,4,1400245200,211,5,115,
573,9,1401793200,27,11,102,
574,9,1401966000,27,17,201,
575,4,1408714200,111,25,127,
576,4,1411131600,85,5,58,
577,4,1411734600,94,9,41,
578,9,1415952000,119,16,125,
579,4,1418475600,211,5,90,
580,4,1433597400,153,5,43,
581,4,1434196800,76,20,23,
582,4,1471698000,212,5,45,
583,9,1472709600,27,4,76,
584,6,1479398400,13,39,23,
585,6,1479468600,213,1,14,
586,0,1287912600,46,2,128,
587,4,1294560000,79,2,77,
588,4,1343998800,82,38,315,
589,4,1344643200,214,3,64,
590,2,1390003200,215,7,8,
591,4,1320409800,120,3,94,
592,4,1335693600,5,13,50,
593,4,1401541200,110,5,33,
594,4,1481979600,216,1,4,
595,4,1483275600,129,4,14,
596,4,1491481800,18,13,46,
597,10,1492308000,217,3,1,
598,1,1312027200,218,2,176,
599,3,1312092000,84,4,145,
600,4,1350046800,91,4,29,
601,4,1353844800,91,3,17,
602,1,1235156400,219,7,94,
603,3,1308378600,149,4,150,
604,3,1356159600,20,32,54,
605,1,1372384800,103,15,151,
606,3,1372572000,220,3,59,
607,1,1376704800,103,25,118,
608,1,1380247200,103,30,95,
609,1,1384740000,103,27,343,
610,3,1389524400,20,23,51,
611,3,1393052400,20,11,249,
612,1,1396231200,103,18,58,
613,3,1314345600,141,7,85,
614,3,1322373600,141,4,22,
615,3,1341572400,20,36,106,
616,3,1349350200,105,46,59,
617,3,1350301800,141,11,26,
618,8,1351422000,221,42,11,
619,4,1268485200,37,35,97,
620,4,1272668400,222,1,499,
621,4,1368277200,64,18,60,
622,4,1374930000,111,17,69,
623,4,1376055000,111,17,186,
624,4,1377954000,223,4,47,
625,4,1380632400,153,4,30,
626,4,1420025400,224,6,57,
627,3,1448692200,225,5,16,
628,4,1451651400,31,5,52,
629,4,1474462800,30,23,12,
630,4,1476450000,30,23,51,
631,1,1489717800,226,3,3,
632,3,1376735400,20,36,56,
633,1,1387848600,75,17,49,
634,6,1281612600,227,2,9,
635,3,1286262000,228,50,52,
636,0,1296208800,229,2,6,
637,1,1314320400,230,2,90,
638,4,1322982000,231,2,11,
639,3,1345356000,105,37,3,
640,6,1374579000,24,14,18,
641,9,1385379000,119,15,99,
642,9,1392336000,26,10,174,
643,6,1401190200,24,11,14,
644,3,1416637800,232,5,21,
645,9,1460797200,103,45,142,
646,3,1481961600,20,17,41,
647,0,1297130400,21,3,343,
648,4,1308297600,233,7,154,
649,4,1310702400,233,5,197,
650,4,1312545600,233,6,252,
651,4,1319542200,233,3,122,
652,3,1283666400,234,5,196,
653,4,1342182600,30,26,86,
654,4,1354885200,82,36,87,
655,0,1242439200,235,13,32,
656,4,1337432400,236,2,11,
657,4,1349485200,88,3,66,
658,4,1352552400,64,32,42,
659,4,1354365000,237,3,18,
660,6,1354620600,24,9,30,
661,3,1404473400,20,35,71,
662,4,1442057400,144,48,75,
663,3,1442831400,20,36,75,
664,6,1468323000,24,6,121,
665,3,1286690400,103,61,59,
666,3,1286965800,103,58,61,
667,3,1287036000,103,59,61,
668,3,1287043200,103,61,63,
669,3,1287304200,238,2,1,
670,3,1288783800,159,5,1,
671,0,1297731600,21,7,642,
672,3,1315704600,239,19,19,
673,5,1318584600,45,10,141,
674,0,1319882400,240,3,0,
675,3,1320474600,240,5,0,
676,1,1322272800,103,43,12,
677,1,1322272800,103,43,12,
678,4,1325503800,25,16,1,
679,9,1328351400,159,5,0,
680,4,1349020800,241,6,43,
681,4,1372251600,64,23,101,
682,1,1379379600,242,19,28,
683,4,1383391800,243,3,34,
684,6,1398943800,67,11,20,
685,1,1418862600,145,6,54,
686,1,1419555600,244,6,123,
687,1,1419901200,244,13,130,
688,2,1433295000,75,26,180,
689,1,1450656000,245,5,79,
690,3,1462608000,246,7,5,
691,1,1470963600,186,12,66,
692,1,1473382800,74,3,18,
693,10,1473555600,247,5,11,
694,10,1473989400,248,2,2,
695,1,1474938000,77,6,21,
696,1,1474938000,145,6,28,
697,1,1478307600,77,8,25,
698,1,1479175200,207,9,21,
699,1,1479607200,207,11,44,
700,4,1481886000,167,28,25,
701,4,1481887800,103,5,31,
702,3,1482060600,20,17,45,
703,3,1482231600,20,19,48,
704,3,1484355600,249,1,1,
705,10,1486551600,250,5,17,
706,7,1487548800,251,4,9,
707,4,1335542400,252,2,63,
708,4,1355574600,253,6,16,
709,9,1358488800,103,31,31,
710,4,1365832800,5,27,65,
711,1,1372384800,103,15,151,
712,2,1374629400,103,23,175,
713,2,1382493600,103,41,272,
714,2,1382527800,103,45,311,
715,2,1385172000,103,25,239,
716,9,1385722800,103,19,182,
717,3,1389938400,103,18,23,
718,3,1390125600,103,20,40,
719,9,1393057800,103,23,160,
720,9,1405240200,103,21,66,
721,9,1408770000,103,12,92,
722,4,1411207200,103,29,123,
723,4,1414153800,76,18,30,
724,9,1416018600,103,25,52,
725,1,1416535200,103,25,101,
726,1,1417485600,103,35,200,
727,1,1421978400,103,39,41,
728,1,1423274400,103,54,121,
729,1,1428026400,103,35,181,
730,1,1428026400,103,35,181,
731,0,1432908000,254,5,4,
732,4,1440252000,44,6,15,
733,4,1448454600,5,5,45,
734,4,1450441800,5,11,107,
735,4,1450873800,5,18,126,
736,3,1457848800,103,34,134,
737,9,1458972000,103,43,140,
738,0,1226264400,255,3,9,
739,9,1241139600,256,2,1,
740,8,1256626800,257,2,1,
741,5,1259949600,258,2,13,
742,5,1268269200,259,4,3,
743,3,1268996400,260,3,1,
744,5,1269738000,261,2,1,
745,5,1272466800,262,2,1,
746,4,1274014800,95,27,4,
747,5,1274490000,261,1,0,
748,9,1275802200,263,3,1,
749,5,1276473600,264,2,1,
750,7,1278756000,265,3,1,
751,5,1279602000,257,2,0,
752,3,1299376800,266,3,0,
753,0,1303003800,105,27,3,
754,7,1307145600,267,2,0,
755,5,1312520400,268,2,0,
756,5,1315098000,269,2,0,
757,5,1333497600,270,2,0,
758,5,1337990400,268,2,0,
759,3,1382441400,105,12,1,
760,7,1397280600,265,3,0,
761,9,1435579200,167,10,6,
762,3,1436007600,271,5,0,
763,3,1446879600,272,6,2,
764,6,1366369200,273,3,18,
765,9,1369134000,64,17,97,
766,6,1387971000,144,54,79,
767,4,1388316600,224,3,60,
768,9,1404133200,18,52,38,
769,4,1419598800,30,25,163,
770,4,1316694600,82,27,81,
771,4,1335103200,82,42,113,
772,4,1323432000,274,2,29,
773,4,1337992200,275,2,3,
774,3,1432368000,276,5,21,
775,4,1328441400,25,35,108,
776,3,1344751200,21,5,119,
777,4,1347708600,25,18,61,
778,4,1347107400,93,2,73,
779,3,1347271200,98,2,77,
780,4,1347622200,47,3,216,
781,4,1352552400,93,3,54,
782,4,1353155400,93,5,98,
783,4,1354278600,93,9,192,
784,3,1388975400,217,3,18,
785,3,1351317600,21,6,110,
786,3,1354341600,21,9,121,
787,3,1355637600,21,8,197,
788,3,1290844800,149,5,148,
789,0,1308812400,277,12,8,
790,3,1255154400,278,3,539,
791,3,1273300200,19,1,38,
792,4,1361712600,214,7,178,
793,1,1415257200,279,6,94,
794,3,1429961400,149,17,113,
795,1,1473555600,74,7,30,
796,0,1217754000,280,5,29,
797,6,1224122400,281,5,8,
798,6,1224234000,282,9,19,
799,0,1225778400,283,6,44,
800,0,1267354800,284,3,31,
801,0,1346400000,285,2,14,
802,0,1364554800,221,26,60,
803,3,1240876800,286,3,33,
804,3,1438169400,19,6,57,
805,2,1439424000,247,6,22,
806,10,1488589200,287,3,35,
807,4,1321711200,288,10,49,
808,4,1322920800,288,15,49,
809,4,1323525600,288,20,62,
810,4,1333285200,288,5,67,
811,4,1336910400,82,23,170,
812,4,1337434200,289,2,53,
813,4,1343565000,82,45,209,
814,4,1344771000,82,38,298,
815,4,1256904000,290,2,17,
816,0,1276081200,291,5,163,
817,4,1279886400,292,2,73,
818,4,1291897800,82,17,27,
819,1,1322474400,293,10,51,
820,9,1359716400,27,11,237,
821,3,1449572400,19,10,112,
822,1,1468051200,294,6,49,
823,2,1414558800,295,6,112,
824,3,1451574000,296,5,21,
825,1,1476842400,61,12,14,
826,3,1477562400,61,14,39,
827,9,1478865600,61,10,37,
828,9,1480730400,297,1,5,
829,9,1269603000,131,23,196,
830,3,1473073200,298,6,11,
831,9,1475298000,27,4,35,
832,1,1476424800,299,5,1,
833,9,1477976400,27,2,17,
834,9,1479535200,103,11,53,
835,9,1484373600,103,10,58,
836,9,1490508000,76,8,9,
837,2,1471933800,300,9,13,
838,7,1473336000,301,3,2,
839,3,1473575400,302,2,15,
840,1,1476064800,303,3,3,
841,5,1476919800,304,10,2,
842,9,1478080800,61,14,36,
843,1,1478314800,305,2,49,
844,3,1478343600,19,4,14,
845,7,1478410200,306,1,1,
846,3,1478412000,307,3,1,
847,6,1482838200,308,2,17,
848,4,1269759600,309,2,55,
849,4,1293282000,64,38,96,
850,4,1343476800,310,3,25,
851,4,1343480400,311,3,49,
852,4,1355661000,5,22,186,
853,0,1323334800,312,2,0,
854,8,1324105200,312,4,0,
855,0,1324710000,312,6,0,
856,3,1325401200,105,48,2,
857,3,1326195000,105,55,4,
858,3,1329735600,313,11,1,
859,3,1330255800,105,68,12,
860,0,1330599600,313,13,1,
861,4,1330765200,312,4,0,
862,8,1330840800,314,18,2,
863,9,1331272800,26,28,3,
864,0,1331292600,105,71,18,
865,8,1331341200,312,7,1,
866,4,1331370000,312,9,1,
867,3,1331379000,105,71,13,
868,8,1331425800,314,19,2,
869,8,1331431200,314,22,2,
870,3,1331811000,105,70,9,
871,8,1331863200,314,25,3,
872,4,1331974800,312,11,1,
873,3,1331983800,105,64,9,
874,8,1332032400,315,3,0,
