map_id,org_id
178,owner97244955
179,owner47762770
180,owner91614661
181,owner123900000
182,owner75068562
183,owner38644213
184,owner62956696
185,owner145808115
186,owner139644022
187,owner84116281
188,owner70158549
189,owner152754205
190,owner148448395
191,owner154449862
192,owner71610939
193,owner145928300
194,owner169030
195,owner4874669
196,owner130710890
197,owner500904
198,owner283988
199,owner260490
200,owner43797710
201,owner153349623
202,owner152472219
203,owner138994698
204,owner500843
205,owner75639531
206,owner49364799
207,owner244378
208,owner1137998
209,owner3666921
210,owner62289499
211,owner115546821
212,owner142780698
213,owner279206
214,owner147232734
215,owner68272165
216,owner103548832
217,owner91587017
218,owner500014
219,owner500051
220,owner45166764
221,owner126166916
222,owner39932727
223,owner146795355
224,owner58640150
225,owner159696
226,owner500346
227,owner500234
228,owner140010452
229,owner132358294
230,owner60733629
231,owner48200980
232,owner284583
233,owner152938675
234,owner246646
235,owner147724481
236,owner149448678
237,owner123000801
238,owner38789403
239,owner2273626
240,owner82119170
241,owner105410835
242,owner99960334
243,owner273507
244,owner42608400
245,owner68132434
246,owner121651866
247,owner136717332
248,owner59237414
249,owner151509227
250,owner500980
251,owner281673
252,owner92541233
253,owner153019649
254,owner136535
255,owner146367570
256,owner61768672
257,owner119708
258,owner50514761
259,owner142388713
260,owner143623494
261,owner77381916
262,owner94921681
263,owner150814600
264,owner146230509
265,owner140098652
266,owner154491983
267,owner500527
268,owner3369266
269,owner145795664
270,owner250613
271,owner70007839
272,owner132997039
273,owner84021191
274,owner75849000
275,owner49471303
276,owner172258
277,owner126600069
278,owner128359
279,owner250180
280,owner55432366
281,owner139383048
282,owner277225
283,owner53891953
284,owner155728
285,owner158863533
286,owner80344152
287,owner3429098
288,owner130260276
289,owner212770
290,owner1283611
291,owner500691
292,owner40446766
293,owner502682
294,owner247494
295,owner156719178
296,owner154924844
297,owner121847909
298,owner4472670
299,owner147113723
300,owner51806388
301,owner97184168
302,owner3746449
303,owner140478600
304,owner121981
305,owner139840084
306,owner57352068
307,owner285284
308,owner248624
309,owner252148
310,owner253658
311,owner1321970
312,owner136363610
313,owner500115
314,owner500507
315,owner102353
316,owner500787
317,owner500718
318,owner1417626
319,owner500366
320,owner38478408
321,owner3745523
322,owner502689
323,owner38478294
324,owner111919
325,owner107607
326,owner113838
327,owner502411
328,owner500032
329,owner500379
330,owner174685
331,owner125845
332,owner2250627
333,owner92208092
334,owner74261321
335,owner127567750
336,owner25316404
337,owner54010778
338,owner142754100
339,owner235303
340,owner158192493
341,owner142705837
342,owner144190838
343,owner36542111
344,owner54501915
345,owner51878795
346,owner142813688
347,owner104781894
348,owner54374125
349,owner138161349
350,owner181534
351,owner54516164
352,owner501779
353,owner502618
354,owner502524
355,owner1143085
356,owner500260
357,owner150858630
358,owner116681
359,owner19760750
360,owner1114405
361,owner218994
362,owner137713157
363,owner37570071
364,owner64375995
365,owner39634464
366,owner144913782
367,owner125148865
368,owner83640681
369,owner88952540
370,owner130795875
371,owner143227496
372,owner266586
373,owner248906
374,owner79811940
375,owner1901885
376,owner119409713
377,owner121731
378,owner154445919
379,owner77353614
380,owner152095404
381,owner1296066
382,owner2056470
383,owner143041388
384,owner125538839
385,owner91931511
386,owner150603060
387,owner215405
388,owner229884
389,owner279652
390,owner66258105
391,owner89321882
392,owner152706235
393,owner155150094
394,owner157548959
395,owner132199790
396,owner1092661
397,owner1168753
398,owner1032588
399,owner1060617
400,owner1029207
401,owner1430262
402,owner1669253
403,owner1417696
404,owner2812676
405,owner1160851
406,owner1197515
407,owner1400241
408,owner2959161
409,owner1389319
410,owner4198073
411,owner500139
412,owner500018
413,owner4606820
414,owner4263623
415,owner17801266
416,owner500123
417,owner3988562
418,owner3139808
419,owner500968
420,owner501175
421,owner500847
422,owner500586
423,owner500868
424,owner500339
425,owner501273
426,owner2389987
427,owner502170
428,owner500882
429,owner138359
430,owner1078138
431,owner78332713
432,owner500628
433,owner2619382
434,owner23400813
435,owner204193
436,owner46129131
437,owner54422380
438,owner50010434
439,owner148093905
440,owner63323078
441,owner153610506
442,owner4400433
443,owner53858653
444,owner59703949
445,owner56169063
446,owner127437
447,owner501220
448,owner66109871
449,owner154574
450,owner157835
451,owner134636
452,owner39534218
453,owner502631
454,owner500948
455,owner66708685
456,owner126591
457,owner208006
458,owner4057304
459,owner283074
460,owner198075
461,owner149546885
462,owner147749937
463,owner56484056
464,owner146835998
465,owner55895095
466,owner147323505
467,owner148006850
468,owner4922094
469,owner2711888
470,owner3446221
471,owner3679945
472,owner4337274
473,owner4328869
474,owner500309
475,owner500383
476,owner28474219
477,owner10006202
478,owner2020518
479,owner3500875
480,owner7123315
481,owner3566576
482,owner2454233
483,owner36170425
484,owner38426477
485,owner33935902
486,owner2525342
487,owner38732183
488,owner501755
489,owner501142
490,owner26286567
491,owner501769
492,owner2660495
493,owner500992
494,owner165840
495,owner63716572
496,owner121958
497,owner500146
498,owner37207436
499,owner103803
500,owner100599
501,owner501686
502,owner215305
503,owner223706
504,owner500553
505,owner111895081
506,owner177609
507,owner54710187
508,owner69976634
509,owner74677042
510,owner154545945
511,owner72102676
512,owner168970
513,owner146430
514,owner67701350
515,owner148446893
516,owner59822966
517,owner137892254
518,owner216247
519,owner174032
520,owner126289
521,owner3899118
522,owner118284
523,owner219703
524,owner59104092
525,owner127630
526,owner221043
527,owner22410167
528,owner1468427
529,owner1246584
530,owner219988
531,owner1301288
532,owner232381
533,owner103419886
534,owner70422044
535,owner57714681
536,owner2121431
537,owner501880
538,owner12044418
539,owner107526727
540,owner240697
541,owner89889694
542,owner288787
543,owner244092
544,owner149164064
545,owner2749532
546,owner286853
547,owner55871670
548,owner46436906
549,owner154437626
550,owner122821431
551,owner2155023
552,owner85128281
553,owner147844247
554,owner154396567
555,owner47981959
556,owner153365458
557,owner285843
558,owner146553640
559,owner273062
560,owner66560108
561,owner244644
562,owner91220317
563,owner271279
564,owner155292519
565,owner139038139
566,owner128347238
567,owner286996
568,owner120284847
569,owner2056540
570,owner66251538
571,owner2651790
572,owner149275800
573,owner45162369
574,owner59396887
575,owner500997
576,owner1503336
577,owner1498713
578,owner502730
579,owner500739
580,owner112038
581,owner100975
582,owner123511118
583,owner500107
584,owner107695
585,owner501152
586,owner150841276
587,owner256111
588,owner134567708
589,owner48720398
590,owner73837360
591,owner244565
592,owner78668824
593,owner148305939
594,owner3054972
595,owner145542287
596,owner62069468
597,owner155965951
598,owner113399707
599,owner120440339
600,owner151270007
601,owner70190736
602,owner68646914
603,owner40908331
604,owner92723667
605,owner148297943
606,owner88322424
607,owner108658
608,owner500005
609,owner112168
610,owner106941
611,owner274841
612,owner2632008
613,owner1872327
614,owner82510979
615,owner64572851
616,owner48711534
617,owner502458
618,owner58265054
619,owner152513168
620,owner282258
621,owner142086198
622,owner1151325
623,owner1800604
624,owner1232220
625,owner4086774
626,owner500025
627,owner1162488
628,owner4847910
629,owner108805
630,owner126805
631,owner502627
632,owner85653778
633,owner3336304
634,owner267302
635,owner227611
636,owner160173
637,owner216612
638,owner190388
639,owner51942318
640,owner144001367
641,owner89271314
642,owner16962039
643,owner134840581
644,owner155134505
645,owner285054
646,owner155942333
647,owner122806846
648,owner135953932
649,owner4707418
650,owner3860789
651,owner3991933
