map_id,org_id
342,u48512832
343,u45710157
344,u157903439
345,u3828785
346,u32824294
347,u54122764
348,u123116724
349,u26171157
350,u2917608
351,u91713449
352,u39932727
353,u159630711
354,u151059177
355,u9330435
356,u110343451
357,u153394762
358,u138040285
359,u152933198
360,u76813880
361,u139987446
362,u60754721
363,u88633474
364,u72367159
365,u159305428
366,u79928230
367,u54668498
368,u145152484
369,u2205405
370,u49159648
371,u142950040
372,u158202813
373,u155008072
374,u74150336
375,u148511627
376,u106923383
377,u136243933
378,u3476992
379,u146950636
380,u3695949
381,u130983848
382,u55482986
383,u47697496
384,u148852254
385,u155309211
386,u63811545
387,u1795158
388,u4605306
389,u3757288
390,u49454184
391,u46915838
392,u153419806
393,u1439134
394,u155839709
395,u140268717
396,u77841898
397,u47821049
398,u1253084
399,u83829412
400,u47025859
401,u76071862
402,u39961114
403,u154714013
404,u36493719
405,u151211352
406,u149692956
407,u129705794
408,u54859809
409,u155234954
410,u65248524
411,u143988005
412,u141479798
413,u159628835
414,u144667981
415,u153116667
416,u146528954
417,u144341299
418,u43209771
419,u151819832
420,u62166235
421,u152585803
422,u38997747
423,u49344788
424,u145783130
425,u157858240
426,u85768280
427,u159579186
428,u4910358
429,u150948461
430,u47697232
431,u51035360
432,u158094330
433,u55666832
434,u1414033
435,u62408999
436,u99384671
437,u150424362
438,u104587751
439,u152728581
440,u80391761
441,u62792264
442,u2126532
443,u3896464
444,u4549307
445,u26320475
446,u57533259
447,u122751470
448,u2254648
449,u151660611
450,u158714564
451,u75361216
452,u159608920
453,u60376200
454,u147323505
455,u24521510
456,u2458630
457,u146705464
458,u47874783
459,u65099330
460,u62876456
461,u44574856
462,u85370456
463,u1337621
464,u158420726
465,u45108539
466,u152351066
467,u153786985
468,u1853685
469,u158494138
470,u2139841
471,u1057173
472,u4687207
473,u159474115
474,u148456676
475,u62045602
476,u2089883
477,u138594277
478,u1644685
479,u3899114
480,u157895219
481,u1773057
482,u155977577
483,u153678746
484,u70871937
485,u156041806
486,u134622236
487,u147002385
488,u81752804
489,u136717332
490,u143550032
491,u2140098
492,u69662050
493,u78609011
494,u4411210
495,u52704099
496,u140832650
497,u21775946
498,u3835907
499,u101107572
500,u62463634
501,u2559168
502,u1379702
503,u148723237
504,u154631524
505,u49559500
506,u4247067
507,u70189389
508,u3558084
509,u95038976
510,u159246884
511,u77353614
512,u140728876
513,u154585301
514,u147691934
515,u1042673
516,u148387543
517,u1194849
518,u74677042
519,u102548415
520,u47599587
521,u41735450
522,u150862484
523,u52619988
524,u65294158
525,u3581058
526,u151619452
527,u85616258
528,u54887294
529,u128050195
530,u39056403
531,u1529553
532,u1169325
533,u148652064
534,u116815103
535,u137748059
536,u130920532
537,u3548152
538,u159404166
539,u6561279
540,u45768728
541,u85452089
542,u74701380
543,u153277026
544,u56424142
545,u63343218
546,u54784049
547,u156069223
548,u121879180
549,u67368964
550,u155235655
551,u152469846
552,u153610506
553,u1064685
554,u158306777
555,u2007634
556,u84340449
557,u155189812
558,u4796779
559,u143059134
560,u2530672
561,u43104348
562,u64855579
563,u48849888
564,u153050851
565,u53629505
566,u1571077
567,u158137255
568,u43953454
569,u4050329
570,u137713157
571,u4016000
572,u63821478
573,u78111981
574,u82353503
575,u55714098
576,u149107431
577,u151092043
578,u145155670
579,u142296628
580,u148373583
581,u63364055
582,u81353781
583,u150004454
584,u158117426
585,u157604063
586,u105736631
587,u150237317
588,u131831189
589,u153152344
590,u2594170
591,u34875765
592,u147724481
593,u1093083
594,u54133061
595,u11464944
596,u3143131
597,u68125704
598,u155221394
599,u1787849
600,u159176707
601,u3356741
602,u2982586
603,u154679956
604,u144529547
605,u1147633
606,u55616998
607,u66144469
608,u1085336
609,u151087914
610,u108094936
611,u42608400
612,u116639544
613,u52240268
614,u1877594
